order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
242174,174500,Timothy Cooper,410648,Mechanical Pencil,pencil,Wallet,128,174.0,2024-10-02 01:55,India,Kolkata,www.ebay.in,654bc1d6,N,Invalid CVV.
223469,57808,Andrea Keith,364217,Car Tire,Automotive,UPI,795,95.52,2023-11-27 22:42,USA,Los Angeles,www.ebay.in,61ef9612,N,Invalid CVV.
582269,200013,Leslie Gutierrez,423291,Laptop,Electronics,Cards,665,458.75,2024-01-19 20:41,UK,London,www.snapdeal.com,3a32a24c,N,Invalid CVV.
960619,570605,Laura Cooper,537930,Face Wash,Health & Personal Care,Wallet,831,284.89,2023-11-16 01:08,USA,Boston,www.ebay.in,d6f16f9f,N,Invalid CVV.
454255,387960,Erin Robinson,580040,Foundation,Beauty & Personal Care,Wallet,749,661.53,2024-07-27 02:55,India,Delhi,www.tatacliq.com,5384d0d3,Y,
68779,517792,Melanie Tyler,890137,Cookware,Home & Kitchen,InternetBanking,808,394.34,2023-11-21 02:14,India,Mumbai,www.flipkart.com,4efb74a6,Y,
537583,85287,Ralph Murphy,31773,Furniture,Home & Kitchen,UPI,738,139.46,2024-02-04 00:14,India,Kolkata,www.tatacliq.com,f576947d,Y,
829217,9382,Dana Thompson,278504,Car Tire,Automotive,Wallet,985,991.33,2023-11-08 00:26,Germany,Munich,www.amazon.com,46e86a76,Y,
339233,694885,Marcus Ramirez,695884,Brake Pads,Automotive,Wallet,371,331.58,2024-06-01 13:35,India,Mumbai,www.amazon.com,f56d51c6,Y,
592962,938894,Laura Smith,699329,Action Figure,Toys & Games,Cards,849,211.97,2023-12-28 15:40,USA,Houston,www.amazon.com,ee9f39fa,Y,
857571,252306,Molly Wallace,141134,Ball Pen,pen,UPI,111,570.11,2024-03-28 10:47,UK,Oxford,www.snapdeal.com,fb0e5eca,Y,
977515,258050,Ashley Matthews,366046,Pen,Office Products,InternetBanking,326,727.14,2023-11-15 01:58,USA,Los Angeles,www.ebay.in,97091d00,N,Invalid CVV.
588328,115240,Lori Lewis,84852,Yoga Mat,Sports & Outdoors,UPI,482,318.82,2024-02-22 13:34,India,Mumbai,www.flipkart.com,994f67f7,N,Invalid CVV.
148096,119817,Steven Mack,561057,Graphite Pencil,pencil,InternetBanking,710,679.89,2024-05-09 22:53,UK,Leeds,www.snapdeal.com,0349d02f,N,Invalid CVV.
745098,213532,Erika Herrera,705447,Mechanical Pencil,pencil,Wallet,862,173.26,2024-09-30 16:16,UK,Oxford,www.tatacliq.com,e8ddbf5e,Y,
129848,939521,Kelsey Hammond,209868,Hardcover,Books,Wallet,861,86.05,2024-03-06 12:33,Germany,Frankfurt,www.tatacliq.com,9a4d0dcb,Y,
24438,225201,Haley Reynolds,276940,Puzzle,Toys & Games,Wallet,210,410.14,2023-12-15 21:21,USA,Los Angeles,www.snapdeal.com,4d7f5f3c,Y,
920239,586586,Sean Flores,81098,Dress,Clothing,Cards,565,380.86,2024-10-01 10:29,USA,Houston,www.ebay.in,90633165,N,Invalid CVV.
393032,305611,Kathy Bailey,464430,Laptop,Electronics,InternetBanking,53,841.06,2024-08-21 17:14,UK,Birmingham,www.tatacliq.com,1835f8c3,N,Invalid CVV.
975670,517605,Daniel Smith,176685,Lipstick,Beauty & Personal Care,Cards,33147,23390.54,2024-01-11 12:19,USA,Boston,www.tatacliq.com,b991410e,Y,
7558,255561,Stephen Kelley,621292,Printer,Office Products,Wallet,491,219.83,2024-01-30 17:51,Germany,Stuttgart,www.flipkart.com,b91333eb,N,Invalid CVV.
83576,387766,Kathleen Thompson,833377,Hardcover,Books,UPI,545,120.98,2024-07-11 09:07,Germany,Hamburg,www.snapdeal.com,01022eeb,N,Invalid CVV.
954299,139390,Elizabeth Myers,279345,Shampoo,Health & Personal Care,InternetBanking,409,565.13,2023-11-19 22:33,India,Delhi,www.amazon.com,420d0884,Y,
77139,848214,Gary Diaz,113816,Mechanical Pencil,pencil,InternetBanking,545,944.76,2024-06-26 08:54,UK,London,www.tatacliq.com,430b2b0d,Y,
210892,317503,Amanda Hernandez,596182,Face Wash,Health & Personal Care,Cards,542,516.11,2024-04-10 19:03,UK,Leeds,www.snapdeal.com,26fd3b84,N,Invalid CVV.
482397,369797,Brian Gomez,724592,Mobile,Electronics,InternetBanking,278,370.53,2024-09-24 21:21,Germany,Frankfurt,www.amazon.com,43d209b2,N,Invalid CVV.
185635,964095,Richard Davis,251345,Tennis Racket,Sports & Outdoors,UPI,320,99.28,2023-11-29 16:25,USA,Chicago,www.ebay.in,a3accf3a,N,Invalid CVV.
259776,988396,Kevin Weber,590027,Headlights,Automotive,UPI,936,339.47,2024-07-30 10:11,Germany,Munich,www.tatacliq.com,18008d2e,N,Invalid CVV.
666343,714428,Sarah Clark,919927,Football,Sports & Outdoors,InternetBanking,355,79.96,2024-08-02 07:39,USA,Chicago,www.amazon.com,1e3a31a6,Y,
423326,214072,Richard Little,315027,Puzzle,Toys & Games,UPI,293,688.64,2024-05-05 07:20,UK,Manchester,www.snapdeal.com,8a49322e,N,Invalid CVV.
987789,482575,Rachel Villarreal,803349,Laptop,Electronics,Wallet,122,567.51,2024-06-11 08:43,UK,London,www.flipkart.com,9ddf347d,Y,
817092,742754,Lindsay Ross,746426,Gel Pen,pen,Cards,515,745.88,2024-09-02 23:21,USA,New York,www.snapdeal.com,684421be,N,Invalid CVV.
824585,921078,Shelby Wang,420212,Hair Dryer,Beauty & Personal Care,Wallet,353,831.88,2024-03-18 21:32,Germany,Stuttgart,www.amazon.com,49d03968,Y,
400183,758849,Javier Sanchez,624746,Face Wash,Health & Personal Care,InternetBanking,109,401.04,2024-04-18 08:01,USA,New York,www.snapdeal.com,f7ac1a4d,Y,
633224,357441,Jonathan Hunter,209999,Cookware,Home & Kitchen,UPI,578,239.6,2024-02-18 10:37,India,Chennai,www.amazon.com,74e6a14b,N,Invalid CVV.
984410,253942,Jennifer Reilly,217978,Action Figure,Toys & Games,Wallet,482,440.01,2024-02-01 17:13,UK,Leeds,www.snapdeal.com,cc1ea243,N,Invalid CVV.
862930,743209,Shannon Dickson,721846,Printer,Office Products,UPI,877,589.56,2024-08-22 21:05,India,Mumbai,www.tatacliq.com,b2b13315,N,Invalid CVV.
988271,987905,Christopher Bridges,112504,T-shirt,Clothing,Wallet,289,500.24,2023-11-08 00:22,Germany,Berlin,www.tatacliq.com,a8ce396b,N,Invalid CVV.
155886,509541,Jacqueline Villegas,938651,Laptop,Electronics,InternetBanking,40,299.75,2023-10-27 17:45,UK,Manchester,www.ebay.in,5471fd89,Y,
647188,149864,Michelle Cox,83017,Pen,Office Products,Wallet,808,704.57,2024-08-31 07:16,India,Delhi,www.snapdeal.com,45a9dc35,N,Invalid CVV.
26266,780291,John Chapman,889511,Yoga Mat,Sports & Outdoors,Wallet,744,805.34,2024-09-22 22:29,Germany,Munich,www.ebay.in,3cd71966,N,Invalid CVV.
340729,310194,Heather Wilson,859575,Pen,Office Products,Cards,95,452.82,2023-12-19 16:11,India,Chennai,www.flipkart.com,84a9e798,N,Invalid CVV.
650346,862700,Erika Robinson,709250,Face Wash,Health & Personal Care,UPI,431,184.66,2023-12-27 14:52,Germany,Stuttgart,www.ebay.in,b3189bcb,Y,
964441,98799,Colin Howard,420816,Hardcover,Books,UPI,798,888.54,2024-06-10 21:48,UK,Birmingham,www.flipkart.com,5cfbeb24,Y,
110254,616526,Caleb Mitchell,480170,Mobile,Electronics,Wallet,645,313.05,2024-06-04 02:04,India,Delhi,www.tatacliq.com,a8e14a88,Y,
727145,868773,James Castillo,943131,Pants,Clothing,Cards,320,525.36,2024-08-08 18:45,India,Delhi,www.amazon.com,becfdf05,N,Invalid CVV.
511064,87721,Christopher Greene,84128,Puzzle,Toys & Games,UPI,317,426.37,2024-01-16 03:01,India,Kolkata,www.ebay.in,73d22bfd,N,Invalid CVV.
320024,717925,Jerome Ramirez,378085,Mobile,Electronics,InternetBanking,554,587.75,2023-12-15 01:24,India,Chennai,www.ebay.in,e7b9ef83,N,Invalid CVV.
154575,193824,Travis Horn,147862,Yoga Mat,Sports & Outdoors,InternetBanking,408,864.5,2023-11-14 05:35,India,Bengaluru,www.snapdeal.com,8ebb426e,Y,
177751,667838,Jacob Jackson,74281,Laptop,Electronics,Cards,907,600.47,2024-03-13 01:43,Germany,Hamburg,www.amazon.com,33df89d0,N,Invalid CVV.
194130,532765,William Jones,747746,Graphite Pencil,pencil,Wallet,178,589.8,2024-05-24 22:32,Germany,Berlin,www.amazon.com,8f9cb800,Y,
499765,737007,Michelle Evans,481504,Foundation,Beauty & Personal Care,InternetBanking,486,410.85,2024-05-16 13:15,USA,Houston,www.flipkart.com,eca0e092,N,Invalid CVV.
44865,497911,Michael Watkins,657829,Pen,Office Products,Wallet,190,744.92,2023-11-26 10:08,UK,Birmingham,www.snapdeal.com,fba4ab8c,N,Invalid CVV.
570553,240320,Sean Jackson,27600,E-book,Books,Cards,481,72.05,2024-07-17 16:30,UK,Oxford,www.flipkart.com,3ab419f4,N,Invalid CVV.
156768,691048,Richard Whitehead,125116,Pen,Office Products,InternetBanking,725,218.33,2024-08-25 02:57,Germany,Stuttgart,www.flipkart.com,a497c8ae,Y,
468747,72545,Carmen Avery MD,82623,Pen,Office Products,UPI,207,213.52,2023-12-15 02:21,Germany,Berlin,www.flipkart.com,29dcfd6b,Y,
842730,832826,Brian Mullins,585166,Paperback,Books,Wallet,168,248.88,2024-08-08 19:16,India,Kolkata,www.amazon.com,c39ea7bf,N,Invalid CVV.
292477,85796,Ashley Herrera,917091,Tablet,Electronics,Cards,402,443.72,2024-02-01 20:58,Germany,Stuttgart,www.flipkart.com,beebe20a,Y,
781451,216326,Jamie Erickson,933005,Gel Pen,pen,Cards,963,842.99,2023-10-08 13:27,USA,Boston,www.flipkart.com,3fa3048c,Y,
77713,315147,Gregory Rivers,561156,T-shirt,Clothing,UPI,412,557.13,2024-04-13 18:31,Germany,Berlin,www.ebay.in,a43c8b95,Y,
216848,71660,Stacey Thomas,353338,Shirt,Clothing,UPI,122,792.16,2023-11-06 23:10,Germany,Frankfurt,www.flipkart.com,8a0974d5,Y,
225797,611330,Corey Barber,25965,Gel Pen,pen,InternetBanking,19,59.79,2024-05-14 03:30,India,Kolkata,www.amazon.com,0aa3e0f9,N,Invalid CVV.
99914,809740,Kyle Alexander,530581,Tablet,Electronics,Cards,623,73.72,2024-05-08 00:55,UK,Oxford,www.flipkart.com,a0b578ad,Y,
870793,80974,Erin Bell,206782,Laptop,Electronics,UPI,816,174.95,2024-06-26 15:50,Germany,Munich,www.snapdeal.com,122a91db,Y,
721496,528899,Howard Byrd,841521,Laptop,Electronics,InternetBanking,630,136.07,2024-07-28 02:03,India,Mumbai,www.amazon.com,1c676e9f,Y,
908631,680053,Amanda Conrad,293325,Camera,Electronics,InternetBanking,646,477.07,2024-08-03 16:25,India,Delhi,www.ebay.in,dd8d736e,Y,
593870,802686,David Holmes,58570,Cookware,Home & Kitchen,InternetBanking,551,206.8,2024-03-23 17:25,India,Mumbai,www.flipkart.com,71a0d7ca,N,Invalid CVV.
39479,237656,Benjamin Harmon,157113,Gel Pen,pen,UPI,157,794.7,2024-02-21 07:36,India,Mumbai,www.tatacliq.com,6f373c56,Y,
888037,491605,Elizabeth Burton,616229,Tennis Racket,Sports & Outdoors,Wallet,519,168.35,2023-10-14 05:23,India,Chennai,www.amazon.com,f7147843,N,Invalid CVV.
665757,871352,Matthew Taylor,351274,Graphite Pencil,pencil,UPI,6,662.81,2024-08-12 06:38,USA,Los Angeles,www.amazon.com,c27bc928,Y,
879941,894307,Lisa Martin,867307,Car Tire,Automotive,InternetBanking,528,83.3,2024-04-16 11:57,UK,Manchester,www.tatacliq.com,83195f54,Y,
294304,255549,Linda Wright,882956,Graphite Pencil,pencil,Wallet,641,242.49,2024-09-04 17:33,UK,Birmingham,www.amazon.com,cef5cf16,Y,
884528,397530,Tracey Johnson,27337,Lipstick,Beauty & Personal Care,Cards,836,479.05,2024-08-31 11:58,Germany,Frankfurt,www.snapdeal.com,a4305cee,Y,
771338,425426,Carla Knight,854223,Ball Pen,pen,Wallet,855,641.32,2023-11-22 18:02,India,Bengaluru,www.tatacliq.com,af1454f8,Y,
286114,522103,Christine Williams,388364,Decor,Home & Kitchen,Cards,143,458.1,2023-10-27 13:03,Germany,Hamburg,www.flipkart.com,814bc1ce,N,Invalid CVV.
506015,879898,Amy Taylor,962245,Car Tire,Automotive,InternetBanking,671,861.36,2024-09-01 16:18,Germany,Frankfurt,www.flipkart.com,834f3b73,Y,
515644,168833,Melissa Carey,582456,T-shirt,Clothing,InternetBanking,596,988.16,2024-02-02 19:28,USA,Boston,www.ebay.in,ceb5d835,Y,
774022,593935,Beth Morris,351984,Graphite Pencil,pencil,Cards,886,634.42,2024-05-16 01:19,UK,Manchester,www.amazon.com,21785a43,N,Invalid CVV.
817274,966338,Christina Valdez,663412,T-shirt,Clothing,InternetBanking,701,324.47,2024-01-19 08:02,USA,Boston,www.amazon.com,a0f15f96,Y,
109974,589814,Jared Wade,537735,Action Figure,Toys & Games,Cards,43,478.52,2024-08-22 08:06,India,Bengaluru,www.ebay.in,87e1f8f4,N,Invalid CVV.
213812,905007,Matthew Whitaker,337219,Board Game,Toys & Games,Cards,671,931.97,2024-02-18 12:44,Germany,Frankfurt,www.tatacliq.com,51cf020f,Y,
138170,903649,Darrell Shaw,273442,Foundation,Beauty & Personal Care,InternetBanking,723,304.09,2024-07-03 18:22,India,Mumbai,www.tatacliq.com,12ae1126,N,Invalid CVV.
803854,628963,Mrs. Sarah Hernandez,225603,T-shirt,Clothing,Cards,920,802.59,2023-11-16 08:13,UK,Manchester,www.snapdeal.com,6a09a196,N,Invalid CVV.
65018,658884,Kelly Richardson,138948,Camera,Electronics,Wallet,492,478.78,2023-12-21 07:49,India,Mumbai,www.snapdeal.com,f72f03d4,N,Invalid CVV.
731817,262915,Elizabeth Gray,553300,Headlights,Automotive,UPI,611,339.79,2023-11-01 12:06,USA,Los Angeles,www.flipkart.com,712fd437,Y,
737208,475291,Aaron Glover,772632,T-shirt,Clothing,Cards,314,84.38,2024-01-05 14:23,India,Chennai,www.ebay.in,5b25874f,N,Invalid CVV.
61891,181472,Sharon Kelly,82293,Vitamins,Health & Personal Care,Cards,978,379.53,2024-06-23 17:10,USA,New York,www.flipkart.com,93a09039,N,Invalid CVV.
148594,977278,James Harris,574510,Gel Pen,pen,Wallet,20369,48170.28,2024-03-06 04:16,India,Kolkata,www.amazon.com,158738e2,N,Invalid CVV.
703538,7210,Jennifer Lopez,374152,Tablet,Electronics,UPI,849,214.62,2024-07-28 21:35,Germany,Hamburg,www.ebay.in,865d7f31,Y,
639978,584231,Heidi Norman,667073,Board Game,Toys & Games,Cards,906,83.61,2024-06-16 11:48,India,Delhi,www.tatacliq.com,63b94859,Y,
241327,823971,Kevin Garcia,563,Tablet,Electronics,InternetBanking,372,70.54,2023-11-20 17:23,UK,London,www.flipkart.com,e8acb81f,Y,
803608,539014,Mr. Tyler Smith PhD,244431,Cookware,Home & Kitchen,Cards,234,368.14,2024-01-27 09:15,Germany,Frankfurt,www.flipkart.com,3a98bc03,N,Invalid CVV.
941511,178308,Alyssa Wall,404977,Vitamins,Health & Personal Care,InternetBanking,786,147.69,2024-06-06 01:25,USA,Los Angeles,www.tatacliq.com,8fcf0272,Y,
217462,672094,Tiffany Mathis,769055,Yoga Mat,Sports & Outdoors,Cards,313,841.51,2024-04-09 14:24,USA,New York,www.tatacliq.com,d372d1bb,Y,
384323,820417,Elizabeth Kane,896512,Dress,Clothing,Wallet,957,572.78,2023-10-05 04:06,Germany,Hamburg,www.flipkart.com,9a146e1a,Y,
874436,718093,Kenneth Martinez,501305,Shirt,Clothing,Cards,242,779.9,2023-12-28 08:47,USA,Los Angeles,www.snapdeal.com,7fc44c86,Y,
656938,260013,Eileen Grant,441946,Lipstick,Beauty & Personal Care,UPI,45,650.38,2024-05-17 18:09,India,Chennai,www.amazon.com,9325dec1,N,Invalid CVV.
63215,918708,Lisa Austin,219399,Board Game,Toys & Games,InternetBanking,338,847.79,2023-11-06 21:30,USA,New York,www.amazon.com,a45c3cbc,Y,
160572,932343,Meredith Bell,343793,Pen,Office Products,InternetBanking,934,574.76,2024-01-08 09:06,India,Bengaluru,www.flipkart.com,40c5b23b,Y,
19826,115468,Sarah Nguyen,768720,Decor,Home & Kitchen,InternetBanking,646,780.11,2024-06-15 00:14,USA,Los Angeles,www.flipkart.com,fd7a8dd9,N,Invalid CVV.
313885,512742,Laura Johnson,175108,Ball Pen,pen,InternetBanking,145,610.08,2024-06-18 11:59,India,Mumbai,www.flipkart.com,cb1997d1,N,Invalid CVV.
84502,649765,Diana Williams,298859,Camera,Electronics,Wallet,462,970.02,2024-02-18 07:16,UK,Manchester,www.snapdeal.com,db530b3f,N,Invalid CVV.
285347,672902,Charles Dean,938815,Pen,Office Products,InternetBanking,774,710.03,2024-07-04 12:13,USA,Houston,www.ebay.in,ace52e9f,Y,
920888,492999,Sonia Ward,943044,Lipstick,Beauty & Personal Care,Cards,230,913.29,2024-03-08 00:27,USA,Chicago,www.ebay.in,62a855ba,Y,
112429,896565,Blake Jones,706733,Face Wash,Health & Personal Care,Wallet,30414,28068.34,2024-01-24 02:10,USA,Houston,www.tatacliq.com,eaf2c96d,N,Invalid CVV.
278477,25125,Jason Hawkins,578395,Puzzle,Toys & Games,UPI,353,247.55,2024-07-27 11:49,USA,Los Angeles,www.tatacliq.com,3b5d8a01,N,Invalid CVV.
193974,870477,Tina Roberts,552289,Car Tire,Automotive,UPI,348,702.38,2023-10-12 12:21,UK,Birmingham,www.flipkart.com,64c281ac,Y,
603468,78206,Daniel Brown,866672,E-book,Books,InternetBanking,316,365.87,2024-05-09 02:16,Germany,Frankfurt,www.snapdeal.com,5615ea5c,Y,
246812,224967,Andrew Hale,604974,Puzzle,Toys & Games,InternetBanking,239,357.38,2023-12-17 10:49,USA,New York,www.amazon.com,0679d1d8,Y,
123807,297491,Alexis Jordan,839158,Brake Pads,Automotive,Cards,581,355.01,2024-08-09 23:20,UK,Birmingham,www.flipkart.com,10dac035,N,Invalid CVV.
313264,227716,Frank Thornton,333725,Ball Pen,pen,Wallet,495,597.84,2024-04-13 07:49,Germany,Berlin,www.flipkart.com,029756e6,Y,
128926,867409,Rachel Miller,680161,Shirt,Clothing,UPI,729,331.17,2024-05-20 00:26,India,Bengaluru,www.snapdeal.com,947c372b,Y,
3635,260278,Jessica Snyder,321771,Graphite Pencil,pencil,InternetBanking,903,199.78,2024-07-06 02:09,Germany,Munich,www.flipkart.com,6abfd2e4,Y,
999365,911597,Thomas Smith,180585,Laptop,Electronics,UPI,421,574.45,2024-08-26 08:23,India,Mumbai,www.flipkart.com,9fd3b2d8,N,Invalid CVV.
645618,723636,John Rogers,674914,Puzzle,Toys & Games,Wallet,703,312.02,2023-11-06 01:45,USA,Chicago,www.ebay.in,bfcc44d9,N,Invalid CVV.
736812,141622,Ralph Wilson,802731,Puzzle,Toys & Games,Cards,149,96.29,2023-12-04 18:48,Germany,Munich,www.ebay.in,34615725,Y,
684202,468402,Angela Norton,475409,Graphite Pencil,pencil,UPI,252,117.88,2023-10-20 20:23,UK,London,www.flipkart.com,3733bbe2,Y,
593842,400909,Charles Roberts,12115,Hardcover,Books,Wallet,536,66.55,2024-03-16 23:43,India,Mumbai,www.ebay.in,b538b2fa,Y,
592661,883444,George Wright,606166,Tablet,Electronics,Cards,723,634.59,2024-04-29 23:12,India,Bengaluru,www.amazon.com,ace52ffb,N,Invalid CVV.
920529,382563,Lisa Williams,138018,Dress,Clothing,UPI,773,49.47,2024-05-14 01:29,USA,Houston,www.snapdeal.com,c49e65ff,Y,
612859,355835,Jennifer Ferguson MD,170301,Ball Pen,pen,Wallet,289,154.46,2024-05-06 23:26,India,Bengaluru,www.amazon.com,d87f6a6f,Y,
252300,982177,Mathew Crosby,815228,Mechanical Pencil,pencil,UPI,758,468.87,2024-01-19 17:23,India,Bengaluru,www.snapdeal.com,09334d01,N,Invalid CVV.
972341,922960,David Patel,502445,E-book,Books,Cards,60,304.56,2023-10-20 15:34,Germany,Stuttgart,www.flipkart.com,3b6ccd9b,Y,
64300,796775,David Davis,948584,Yoga Mat,Sports & Outdoors,Wallet,236,758.41,2024-05-27 06:13,Germany,Berlin,www.ebay.in,df09b97e,N,Invalid CVV.
17164,314408,Bob Price,276464,Face Wash,Health & Personal Care,UPI,969,426.03,2024-09-13 23:31,USA,Chicago,www.flipkart.com,ee024642,Y,
563842,71161,Charles Holland,784682,Pants,Clothing,Wallet,405,418.44,2023-11-21 12:59,Germany,Berlin,www.amazon.com,338d6167,N,Invalid CVV.
917478,566091,Seth Butler,967717,Brake Pads,Automotive,InternetBanking,501,416.86,2024-09-04 11:43,UK,London,www.snapdeal.com,ff93fc50,Y,
785524,360587,Angela Vasquez,910461,Ball Pen,pen,InternetBanking,828,712.07,2024-07-28 16:28,UK,Birmingham,www.flipkart.com,1908e1db,Y,
824143,293868,Julie Smith,43418,Mechanical Pencil,pencil,InternetBanking,269,479.94,2024-01-12 04:54,India,Chennai,www.flipkart.com,1b677a50,N,Invalid CVV.
123770,219640,Mary Douglas,936710,Ball Pen,pen,Cards,384,761.27,2024-05-05 16:42,USA,Chicago,www.snapdeal.com,39f6fa5d,Y,
57530,749338,Robert Wright,131663,Pen,Office Products,InternetBanking,848,778.29,2024-01-18 21:34,India,Kolkata,www.ebay.in,8476047b,N,Invalid CVV.
933603,133594,Ronald Luna,37490,Brake Pads,Automotive,UPI,335,911.84,2024-05-18 01:14,Germany,Munich,www.flipkart.com,0af77191,N,Invalid CVV.
739422,511364,Jon Cannon,719484,Graphite Pencil,pencil,InternetBanking,889,386.79,2024-04-04 08:11,India,Kolkata,www.tatacliq.com,5f93ed06,Y,
533863,376646,Dr. Joanna Mann,90185,Vitamins,Health & Personal Care,Wallet,878,93.93,2023-11-11 00:24,India,Chennai,www.flipkart.com,25cd6865,N,Invalid CVV.
691881,101085,Terry Maddox,362110,Graphite Pencil,pencil,Cards,672,255.29,2024-05-30 02:27,UK,Manchester,www.amazon.com,833059ea,Y,
785793,243217,John Brown,941941,Tablet,Electronics,Cards,555,77.36,2024-08-22 12:39,Germany,Stuttgart,www.amazon.com,fdf16ea0,N,Invalid CVV.
213102,693945,Tyler Ramirez,468185,E-book,Books,Cards,285,364.59,2024-05-12 05:35,USA,Houston,www.snapdeal.com,b0b9c12b,N,Invalid CVV.
177533,660763,Maria Munoz,74438,Vitamins,Health & Personal Care,Cards,384,794.86,2024-03-25 08:30,Germany,Frankfurt,www.amazon.com,9325883a,N,Invalid CVV.
789364,503706,Christina Stevens,316612,Car Tire,Automotive,Cards,484,558.67,2023-10-31 13:57,UK,Leeds,www.amazon.com,aa69f401,N,Invalid CVV.
458050,951426,Katherine Santos,663164,Paperback,Books,InternetBanking,685,829.01,2024-01-14 21:41,Germany,Frankfurt,www.flipkart.com,9e4629e4,Y,
205656,516592,Matthew Choi,758288,Headlights,Automotive,UPI,642,47.31,2024-04-15 05:15,Germany,Munich,www.flipkart.com,20bea8a0,N,Invalid CVV.
47462,910225,Mrs. Emma Davis DDS,228887,Tennis Racket,Sports & Outdoors,Wallet,631,298.06,2024-05-25 23:19,USA,Los Angeles,www.ebay.in,d7c71c31,Y,
950806,107202,Susan Adams,545712,Camera,Electronics,InternetBanking,381,701.69,2023-11-18 09:31,Germany,Berlin,www.snapdeal.com,522618ec,Y,
385566,773240,Jason King,15132,Action Figure,Toys & Games,Cards,334,306.78,2024-05-09 10:51,UK,Birmingham,www.ebay.in,9bac4799,N,Invalid CVV.
696045,31955,James Mcmahon,881816,Yoga Mat,Sports & Outdoors,Wallet,211,298.8,2024-03-17 03:56,India,Delhi,www.flipkart.com,6b87a371,Y,
613723,113116,Joseph Lang DDS,92103,Gel Pen,pen,Cards,455,652.67,2024-02-23 10:00,Germany,Frankfurt,www.ebay.in,700f526a,N,Invalid CVV.
